<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,25/09/18,10:21,114690,114690,114610,114670,1279
SPFB.RTS-12.18,1,25/09/18,10:22,114670,114850,114650,114850,2250
SPFB.RTS-12.18,1,25/09/18,10:23,114840,114860,114750,114780,1208
SPFB.RTS-12.18,1,25/09/18,10:24,114770,114820,114740,114750,418
SPFB.RTS-12.18,1,25/09/18,10:25,114750,114790,114730,114760,336
SPFB.RTS-12.18,1,25/09/18,10:26,114760,114770,114720,114760,494
SPFB.RTS-12.18,1,25/09/18,10:27,114740,114840,114740,114830,582
SPFB.RTS-12.18,1,25/09/18,10:28,114820,114830,114750,114790,446
SPFB.RTS-12.18,1,25/09/18,10:29,114780,114850,114750,114820,572
SPFB.RTS-12.18,1,25/09/18,10:30,114820,114850,114750,114760,501
SPFB.RTS-12.18,1,25/09/18,10:31,114760,114850,114750,114830,532
SPFB.RTS-12.18,1,25/09/18,10:32,114830,114840,114770,114830,469
SPFB.RTS-12.18,1,25/09/18,10:33,114830,114920,114810,114900,869
SPFB.RTS-12.18,1,25/09/18,10:34,114890,114900,114830,114880,382
SPFB.RTS-12.18,1,25/09/18,10:35,114890,114950,114810,114830,974
SPFB.RTS-12.18,1,25/09/18,10:36,114830,114850,114790,114810,520
SPFB.RTS-12.18,1,25/09/18,10:37,114810,114910,114780,114910,518
SPFB.RTS-12.18,1,25/09/18,10:38,114890,114930,114880,114880,328
SPFB.RTS-12.18,1,25/09/18,10:39,114870,114890,114760,114770,460
SPFB.RTS-12.18,1,25/09/18,10:40,114770,114770,114650,114650,1135
SPFB.RTS-12.18,1,25/09/18,10:41,114650,114690,114630,114640,690
SPFB.RTS-12.18,1,25/09/18,10:42,114640,114690,114610,114660,458
SPFB.RTS-12.18,1,25/09/18,10:43,114660,114670,114610,114630,343
SPFB.RTS-12.18,1,25/09/18,10:44,114650,114730,114640,114650,725
SPFB.RTS-12.18,1,25/09/18,10:45,114670,114740,114650,114680,394
SPFB.RTS-12.18,1,25/09/18,10:46,114680,114700,114540,114570,986
SPFB.RTS-12.18,1,25/09/18,10:47,114560,114620,114450,114600,2114
SPFB.RTS-12.18,1,25/09/18,10:48,114600,114650,114560,114580,669
SPFB.RTS-12.18,1,25/09/18,10:49,114560,114590,114460,114590,1407
SPFB.RTS-12.18,1,25/09/18,10:50,114590,114590,114500,114510,1049
SPFB.RTS-12.18,1,25/09/18,10:51,114510,114630,114500,114570,1605
SPFB.RTS-12.18,1,25/09/18,10:52,114580,114600,114490,114580,811
SPFB.RTS-12.18,1,25/09/18,10:53,114600,114630,114560,114630,531
SPFB.RTS-12.18,1,25/09/18,10:54,114620,114670,114590,114640,476
SPFB.RTS-12.18,1,25/09/18,10:55,114630,114660,114630,114650,278
SPFB.RTS-12.18,1,25/09/18,10:56,114650,114680,114590,114670,874
SPFB.RTS-12.18,1,25/09/18,10:57,114680,114700,114610,114640,573
SPFB.RTS-12.18,1,25/09/18,10:58,114640,114690,114620,114660,453
SPFB.RTS-12.18,1,25/09/18,10:59,114650,114700,114610,114700,402
SPFB.RTS-12.18,1,25/09/18,11:00,114700,114700,114650,114680,482
SPFB.RTS-12.18,1,25/09/18,11:01,114670,114700,114620,114670,863
SPFB.RTS-12.18,1,25/09/18,11:02,114660,114730,114650,114710,932
SPFB.RTS-12.18,1,25/09/18,11:03,114700,114720,114670,114680,451
SPFB.RTS-12.18,1,25/09/18,11:04,114680,114680,114620,114660,469
SPFB.RTS-12.18,1,25/09/18,11:05,114670,114680,114630,114660,301
SPFB.RTS-12.18,1,25/09/18,11:06,114640,114700,114630,114670,190
SPFB.RTS-12.18,1,25/09/18,11:07,114660,114690,114630,114650,292
SPFB.RTS-12.18,1,25/09/18,11:08,114650,114660,114370,114470,2624
SPFB.RTS-12.18,1,25/09/18,11:09,114470,114500,114430,114460,527
SPFB.RTS-12.18,1,25/09/18,11:10,114450,114490,114360,114400,611
SPFB.RTS-12.18,1,25/09/18,11:11,114380,114390,114290,114310,1776
SPFB.RTS-12.18,1,25/09/18,11:12,114310,114340,114280,114320,1045
SPFB.RTS-12.18,1,25/09/18,11:13,114310,114340,114280,114320,582
SPFB.RTS-12.18,1,25/09/18,11:14,114330,114330,114260,114280,576
SPFB.RTS-12.18,1,25/09/18,11:15,114290,114330,114250,114260,462
SPFB.RTS-12.18,1,25/09/18,11:16,114250,114350,114220,114290,1580
SPFB.RTS-12.18,1,25/09/18,11:17,114290,114340,114270,114330,447
SPFB.RTS-12.18,1,25/09/18,11:18,114310,114340,114250,114310,483
SPFB.RTS-12.18,1,25/09/18,11:19,114310,114320,114280,114300,370
SPFB.RTS-12.18,1,25/09/18,11:20,114300,114350,114280,114350,393
SPFB.RTS-12.18,1,25/09/18,11:21,114340,114390,114300,114380,371
SPFB.RTS-12.18,1,25/09/18,11:22,114380,114410,114340,114370,591
SPFB.RTS-12.18,1,25/09/18,11:23,114360,114470,114360,114450,416
SPFB.RTS-12.18,1,25/09/18,11:24,114440,114470,114390,114430,801
SPFB.RTS-12.18,1,25/09/18,11:25,114420,114470,114410,114470,422
SPFB.RTS-12.18,1,25/09/18,11:26,114470,114480,114400,114470,457
SPFB.RTS-12.18,1,25/09/18,11:27,114470,114480,114420,114470,226
SPFB.RTS-12.18,1,25/09/18,11:28,114470,114490,114450,114490,394
SPFB.RTS-12.18,1,25/09/18,11:29,114490,114580,114480,114560,687
SPFB.RTS-12.18,1,25/09/18,11:30,114570,114700,114570,114680,1728
SPFB.RTS-12.18,1,25/09/18,11:31,114670,114680,114600,114610,691
SPFB.RTS-12.18,1,25/09/18,11:32,114600,114660,114570,114620,600
SPFB.RTS-12.18,1,25/09/18,11:33,114620,114640,114600,114620,315
SPFB.RTS-12.18,1,25/09/18,11:34,114620,114640,114580,114640,232
SPFB.RTS-12.18,1,25/09/18,11:35,114630,114640,114560,114560,222
SPFB.RTS-12.18,1,25/09/18,11:36,114570,114580,114530,114530,437
SPFB.RTS-12.18,1,25/09/18,11:37,114540,114580,114530,114560,201
SPFB.RTS-12.18,1,25/09/18,11:38,114570,114670,114570,114660,432
SPFB.RTS-12.18,1,25/09/18,11:39,114660,114780,114650,114770,1137
SPFB.RTS-12.18,1,25/09/18,11:40,114760,114800,114700,114700,880
SPFB.RTS-12.18,1,25/09/18,11:41,114700,114760,114700,114750,362
SPFB.RTS-12.18,1,25/09/18,11:42,114750,114750,114710,114720,136
SPFB.RTS-12.18,1,25/09/18,11:43,114710,114720,114670,114720,479
SPFB.RTS-12.18,1,25/09/18,11:44,114720,114770,114700,114760,234
SPFB.RTS-12.18,1,25/09/18,11:45,114760,114780,114710,114750,334
SPFB.RTS-12.18,1,25/09/18,11:46,114750,114750,114680,114720,299
SPFB.RTS-12.18,1,25/09/18,11:47,114710,114740,114680,114710,315
SPFB.RTS-12.18,1,25/09/18,11:48,114700,114710,114680,114690,128
SPFB.RTS-12.18,1,25/09/18,11:49,114710,114720,114680,114710,198
SPFB.RTS-12.18,1,25/09/18,11:50,114700,114760,114700,114750,271
SPFB.RTS-12.18,1,25/09/18,11:51,114750,114840,114740,114810,836
SPFB.RTS-12.18,1,25/09/18,11:52,114800,114830,114750,114790,584
SPFB.RTS-12.18,1,25/09/18,11:53,114790,114840,114760,114770,399
SPFB.RTS-12.18,1,25/09/18,11:54,114780,114810,114740,114800,412
SPFB.RTS-12.18,1,25/09/18,11:55,114800,114920,114800,114920,1181
SPFB.RTS-12.18,1,25/09/18,11:56,114900,114970,114870,114880,941
SPFB.RTS-12.18,1,25/09/18,11:57,114890,114920,114880,114880,302
SPFB.RTS-12.18,1,25/09/18,11:58,114900,114950,114880,114890,421
SPFB.RTS-12.18,1,25/09/18,11:59,114900,114910,114870,114890,321
SPFB.RTS-12.18,1,25/09/18,12:00,114890,114910,114830,114840,362
SPFB.RTS-12.18,1,25/09/18,12:01,114840,114890,114830,114850,478
SPFB.RTS-12.18,1,25/09/18,12:02,114860,114890,114850,114870,86
SPFB.RTS-12.18,1,25/09/18,12:03,114870,114890,114820,114820,245
SPFB.RTS-12.18,1,25/09/18,12:04,114820,114850,114780,114800,514
SPFB.RTS-12.18,1,25/09/18,12:05,114810,114880,114780,114850,293
SPFB.RTS-12.18,1,25/09/18,12:06,114870,114870,114820,114850,118
SPFB.RTS-12.18,1,25/09/18,12:07,114840,114860,114780,114800,443
SPFB.RTS-12.18,1,25/09/18,12:08,114800,114800,114640,114690,1385
SPFB.RTS-12.18,1,25/09/18,12:09,114690,114790,114690,114740,384
SPFB.RTS-12.18,1,25/09/18,12:10,114740,114790,114740,114740,202
SPFB.RTS-12.18,1,25/09/18,12:11,114740,114750,114700,114730,242
SPFB.RTS-12.18,1,25/09/18,12:12,114730,114810,114710,114780,331
SPFB.RTS-12.18,1,25/09/18,12:13,114780,114860,114780,114860,238
SPFB.RTS-12.18,1,25/09/18,12:14,114860,114960,114860,114960,979
SPFB.RTS-12.18,1,25/09/18,12:15,114950,115060,114930,115050,1429
SPFB.RTS-12.18,1,25/09/18,12:16,115050,115210,115050,115100,3522
SPFB.RTS-12.18,1,25/09/18,12:17,115120,115210,115080,115210,855
SPFB.RTS-12.18,1,25/09/18,12:18,115190,115200,115120,115120,377
SPFB.RTS-12.18,1,25/09/18,12:19,115130,115240,115130,115200,1184
SPFB.RTS-12.18,1,25/09/18,12:20,115200,115220,115160,115190,306
SPFB.RTS-12.18,1,25/09/18,12:21,115190,115190,115120,115140,481
SPFB.RTS-12.18,1,25/09/18,12:22,115150,115160,115100,115140,730
SPFB.RTS-12.18,1,25/09/18,12:23,115150,115160,115100,115110,277
SPFB.RTS-12.18,1,25/09/18,12:24,115110,115150,115110,115140,292
SPFB.RTS-12.18,1,25/09/18,12:25,115130,115170,115100,115140,247
SPFB.RTS-12.18,1,25/09/18,12:26,115160,115200,115150,115170,443
