<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,23/11/18,15:28,111890,111890,111850,111850,64
SPFB.RTS-12.18,1,23/11/18,15:29,111830,111840,111800,111840,325
SPFB.RTS-12.18,1,23/11/18,15:30,111840,111890,111840,111860,390
SPFB.RTS-12.18,1,23/11/18,15:31,111840,111880,111840,111860,203
SPFB.RTS-12.18,1,23/11/18,15:32,111850,111890,111820,111830,444
SPFB.RTS-12.18,1,23/11/18,15:33,111840,111840,111790,111790,456
SPFB.RTS-12.18,1,23/11/18,15:34,111800,111840,111800,111840,130
SPFB.RTS-12.18,1,23/11/18,15:35,111830,111830,111800,111800,91
SPFB.RTS-12.18,1,23/11/18,15:36,111810,111830,111800,111820,135
SPFB.RTS-12.18,1,23/11/18,15:37,111830,111910,111830,111880,593
SPFB.RTS-12.18,1,23/11/18,15:38,111880,111920,111880,111900,328
SPFB.RTS-12.18,1,23/11/18,15:39,111900,111900,111870,111890,259
SPFB.RTS-12.18,1,23/11/18,15:40,111880,111900,111860,111880,416
SPFB.RTS-12.18,1,23/11/18,15:41,111890,112060,111880,111990,2800
SPFB.RTS-12.18,1,23/11/18,15:42,111980,111990,111960,111980,324
SPFB.RTS-12.18,1,23/11/18,15:43,111990,112000,111940,111950,439
SPFB.RTS-12.18,1,23/11/18,15:44,111950,112000,111950,112000,279
SPFB.RTS-12.18,1,23/11/18,15:45,112000,112000,111970,111970,206
SPFB.RTS-12.18,1,23/11/18,15:46,111980,112000,111970,111980,210
SPFB.RTS-12.18,1,23/11/18,15:47,111990,112000,111960,111990,267
SPFB.RTS-12.18,1,23/11/18,15:48,111990,112020,111990,111990,255
SPFB.RTS-12.18,1,23/11/18,15:49,112000,112010,111960,112010,290
SPFB.RTS-12.18,1,23/11/18,15:50,112010,112020,111980,111980,69
SPFB.RTS-12.18,1,23/11/18,15:51,112000,112100,111990,112080,1081
SPFB.RTS-12.18,1,23/11/18,15:52,112090,112150,112040,112120,1538
SPFB.RTS-12.18,1,23/11/18,15:53,112120,112240,112120,112180,1884
SPFB.RTS-12.18,1,23/11/18,15:54,112190,112230,112170,112210,820
SPFB.RTS-12.18,1,23/11/18,15:55,112210,112230,112170,112180,551
SPFB.RTS-12.18,1,23/11/18,15:56,112190,112190,112110,112120,586
SPFB.RTS-12.18,1,23/11/18,15:57,112120,112130,112110,112120,238
SPFB.RTS-12.18,1,23/11/18,15:58,112120,112130,112080,112130,520
SPFB.RTS-12.18,1,23/11/18,15:59,112120,112170,112110,112110,280
SPFB.RTS-12.18,1,23/11/18,16:00,112110,112120,112070,112080,402
SPFB.RTS-12.18,1,23/11/18,16:01,112100,112110,111990,112020,940
SPFB.RTS-12.18,1,23/11/18,16:02,112020,112040,111950,111990,627
SPFB.RTS-12.18,1,23/11/18,16:03,111990,112040,111960,112000,618
SPFB.RTS-12.18,1,23/11/18,16:04,112000,112020,111960,111970,201
SPFB.RTS-12.18,1,23/11/18,16:05,111960,112000,111950,111980,425
SPFB.RTS-12.18,1,23/11/18,16:06,111990,111990,111890,111910,1038
SPFB.RTS-12.18,1,23/11/18,16:07,111900,111940,111860,111920,611
SPFB.RTS-12.18,1,23/11/18,16:08,111910,111990,111910,111960,377
SPFB.RTS-12.18,1,23/11/18,16:09,111960,111960,111930,111960,394
SPFB.RTS-12.18,1,23/11/18,16:10,111950,111970,111920,111930,240
SPFB.RTS-12.18,1,23/11/18,16:11,111920,111940,111860,111870,866
SPFB.RTS-12.18,1,23/11/18,16:12,111880,111900,111840,111840,502
SPFB.RTS-12.18,1,23/11/18,16:13,111840,111880,111830,111840,529
SPFB.RTS-12.18,1,23/11/18,16:14,111850,111860,111770,111800,797
SPFB.RTS-12.18,1,23/11/18,16:15,111800,111860,111790,111830,657
SPFB.RTS-12.18,1,23/11/18,16:16,111840,111840,111720,111730,661
SPFB.RTS-12.18,1,23/11/18,16:17,111740,111780,111680,111750,1100
SPFB.RTS-12.18,1,23/11/18,16:18,111770,111770,111720,111730,240
SPFB.RTS-12.18,1,23/11/18,16:19,111730,111760,111700,111720,345
SPFB.RTS-12.18,1,23/11/18,16:20,111730,111750,111680,111690,534
SPFB.RTS-12.18,1,23/11/18,16:21,111690,111740,111660,111680,725
SPFB.RTS-12.18,1,23/11/18,16:22,111680,111700,111540,111580,1860
SPFB.RTS-12.18,1,23/11/18,16:23,111580,111670,111560,111630,1653
SPFB.RTS-12.18,1,23/11/18,16:24,111630,111660,111600,111660,734
SPFB.RTS-12.18,1,23/11/18,16:25,111650,111670,111630,111660,350
SPFB.RTS-12.18,1,23/11/18,16:26,111640,111700,111640,111690,440
SPFB.RTS-12.18,1,23/11/18,16:27,111700,111710,111660,111680,333
SPFB.RTS-12.18,1,23/11/18,16:28,111680,111690,111630,111670,271
SPFB.RTS-12.18,1,23/11/18,16:29,111670,111670,111640,111660,144
SPFB.RTS-12.18,1,23/11/18,16:30,111650,111650,111610,111620,436
SPFB.RTS-12.18,1,23/11/18,16:31,111620,111650,111500,111540,2876
SPFB.RTS-12.18,1,23/11/18,16:32,111540,111540,111410,111430,2872
SPFB.RTS-12.18,1,23/11/18,16:33,111440,111450,111210,111210,3650
SPFB.RTS-12.18,1,23/11/18,16:34,111210,111280,111160,111160,3278
SPFB.RTS-12.18,1,23/11/18,16:35,111160,111240,111130,111210,1941
SPFB.RTS-12.18,1,23/11/18,16:36,111200,111220,111150,111150,1202
SPFB.RTS-12.18,1,23/11/18,16:37,111150,111260,111140,111250,1872
SPFB.RTS-12.18,1,23/11/18,16:38,111250,111250,111160,111240,570
SPFB.RTS-12.18,1,23/11/18,16:39,111230,111240,111150,111180,445
SPFB.RTS-12.18,1,23/11/18,16:40,111160,111220,111150,111200,543
SPFB.RTS-12.18,1,23/11/18,16:41,111190,111210,111160,111170,402
SPFB.RTS-12.18,1,23/11/18,16:42,111180,111180,111110,111130,903
SPFB.RTS-12.18,1,23/11/18,16:43,111120,111130,111060,111080,1096
SPFB.RTS-12.18,1,23/11/18,16:44,111070,111170,111040,111170,2293
SPFB.RTS-12.18,1,23/11/18,16:45,111170,111180,111110,111130,1224
SPFB.RTS-12.18,1,23/11/18,16:46,111120,111250,111110,111250,1327
SPFB.RTS-12.18,1,23/11/18,16:47,111230,111250,111180,111200,455
SPFB.RTS-12.18,1,23/11/18,16:48,111190,111250,111190,111230,541
SPFB.RTS-12.18,1,23/11/18,16:49,111230,111240,111180,111220,663
SPFB.RTS-12.18,1,23/11/18,16:50,111210,111260,111200,111230,731
SPFB.RTS-12.18,1,23/11/18,16:51,111240,111240,111200,111240,205
SPFB.RTS-12.18,1,23/11/18,16:52,111230,111260,111200,111230,438
SPFB.RTS-12.18,1,23/11/18,16:53,111230,111230,111190,111200,953
SPFB.RTS-12.18,1,23/11/18,16:54,111190,111210,111180,111200,342
SPFB.RTS-12.18,1,23/11/18,16:55,111210,111210,111150,111160,589
SPFB.RTS-12.18,1,23/11/18,16:56,111160,111180,111070,111160,1489
SPFB.RTS-12.18,1,23/11/18,16:57,111140,111150,111100,111130,515
SPFB.RTS-12.18,1,23/11/18,16:58,111140,111230,111120,111220,859
SPFB.RTS-12.18,1,23/11/18,16:59,111220,111270,111210,111240,977
SPFB.RTS-12.18,1,23/11/18,17:00,111240,111240,111160,111170,832
SPFB.RTS-12.18,1,23/11/18,17:01,111170,111210,111110,111210,832
SPFB.RTS-12.18,1,23/11/18,17:02,111200,111270,111190,111240,1355
SPFB.RTS-12.18,1,23/11/18,17:03,111240,111300,111240,111290,1153
SPFB.RTS-12.18,1,23/11/18,17:04,111280,111340,111270,111300,1680
SPFB.RTS-12.18,1,23/11/18,17:05,111300,111340,111280,111320,602
SPFB.RTS-12.18,1,23/11/18,17:06,111320,111320,111250,111250,436
SPFB.RTS-12.18,1,23/11/18,17:07,111260,111260,111210,111220,257
SPFB.RTS-12.18,1,23/11/18,17:08,111220,111260,111220,111250,212
SPFB.RTS-12.18,1,23/11/18,17:09,111250,111310,111250,111290,244
SPFB.RTS-12.18,1,23/11/18,17:10,111280,111280,111250,111280,276
SPFB.RTS-12.18,1,23/11/18,17:11,111280,111280,111160,111200,686
SPFB.RTS-12.18,1,23/11/18,17:12,111200,111280,111200,111250,626
SPFB.RTS-12.18,1,23/11/18,17:13,111250,111280,111220,111230,564
SPFB.RTS-12.18,1,23/11/18,17:14,111220,111220,111120,111140,1041
SPFB.RTS-12.18,1,23/11/18,17:15,111140,111270,111130,111270,894
SPFB.RTS-12.18,1,23/11/18,17:16,111280,111280,111210,111230,482
SPFB.RTS-12.18,1,23/11/18,17:17,111230,111250,111200,111200,427
SPFB.RTS-12.18,1,23/11/18,17:18,111210,111270,111200,111240,254
SPFB.RTS-12.18,1,23/11/18,17:19,111230,111240,111190,111200,204
SPFB.RTS-12.18,1,23/11/18,17:20,111210,111210,111180,111190,271
SPFB.RTS-12.18,1,23/11/18,17:21,111190,111260,111180,111250,386
SPFB.RTS-12.18,1,23/11/18,17:22,111240,111240,111170,111200,479
SPFB.RTS-12.18,1,23/11/18,17:23,111200,111230,111190,111230,400
SPFB.RTS-12.18,1,23/11/18,17:24,111230,111230,111170,111200,370
SPFB.RTS-12.18,1,23/11/18,17:25,111200,111240,111160,111220,739
SPFB.RTS-12.18,1,23/11/18,17:26,111210,111290,111210,111290,648
SPFB.RTS-12.18,1,23/11/18,17:27,111280,111300,111220,111230,523
SPFB.RTS-12.18,1,23/11/18,17:28,111240,111340,111230,111330,968
SPFB.RTS-12.18,1,23/11/18,17:29,111320,111340,111270,111290,826
SPFB.RTS-12.18,1,23/11/18,17:30,111290,111300,111250,111260,302
SPFB.RTS-12.18,1,23/11/18,17:31,111270,111320,111220,111260,1012
SPFB.RTS-12.18,1,23/11/18,17:32,111250,111400,111250,111290,1780
SPFB.RTS-12.18,1,23/11/18,17:33,111280,111300,111210,111230,694
SPFB.RTS-12.18,1,23/11/18,17:34,111220,111220,111170,111200,653
SPFB.RTS-12.18,1,23/11/18,17:35,111200,111260,111170,111260,543
SPFB.RTS-12.18,1,23/11/18,17:36,111240,111240,111130,111130,1149
SPFB.RTS-12.18,1,23/11/18,17:37,111130,111170,111120,111160,303
SPFB.RTS-12.18,1,23/11/18,17:38,111160,111190,111140,111150,749
SPFB.RTS-12.18,1,23/11/18,17:39,111150,111180,111100,111140,1578
SPFB.RTS-12.18,1,23/11/18,17:40,111140,111140,111080,111100,837
SPFB.RTS-12.18,1,23/11/18,17:41,111090,111100,110950,111000,4497
SPFB.RTS-12.18,1,23/11/18,17:42,111010,111080,111000,111040,744
SPFB.RTS-12.18,1,23/11/18,17:43,111020,111090,110990,111060,916
SPFB.RTS-12.18,1,23/11/18,17:44,111060,111140,111060,111100,869
SPFB.RTS-12.18,1,23/11/18,17:45,111100,111100,111040,111040,674
SPFB.RTS-12.18,1,23/11/18,17:46,111030,111040,110990,111000,533
SPFB.RTS-12.18,1,23/11/18,17:47,111000,111060,110970,110980,757
SPFB.RTS-12.18,1,23/11/18,17:48,110980,111020,110960,111010,556
SPFB.RTS-12.18,1,23/11/18,17:49,111000,111000,110840,110860,2266
SPFB.RTS-12.18,1,23/11/18,17:50,110860,110920,110810,110870,1961
SPFB.RTS-12.18,1,23/11/18,17:51,110870,110890,110740,110780,2669
SPFB.RTS-12.18,1,23/11/18,17:52,110770,110810,110750,110760,751
SPFB.RTS-12.18,1,23/11/18,17:53,110760,110800,110740,110750,1285
SPFB.RTS-12.18,1,23/11/18,17:54,110740,110800,110710,110770,1210
SPFB.RTS-12.18,1,23/11/18,17:55,110760,110780,110700,110740,1058
SPFB.RTS-12.18,1,23/11/18,17:56,110730,110880,110710,110840,1288
SPFB.RTS-12.18,1,23/11/18,17:57,110830,111030,110830,111000,2271
SPFB.RTS-12.18,1,23/11/18,17:58,111000,111120,111000,111100,1713
SPFB.RTS-12.18,1,23/11/18,17:59,111100,111110,111020,111020,863
SPFB.RTS-12.18,1,23/11/18,18:00,111030,111060,111000,111010,811
SPFB.RTS-12.18,1,23/11/18,18:01,111010,111050,110960,110990,1049
SPFB.RTS-12.18,1,23/11/18,18:02,111000,111060,110980,111020,895
SPFB.RTS-12.18,1,23/11/18,18:03,111010,111050,111000,111030,454
SPFB.RTS-12.18,1,23/11/18,18:04,111020,111050,110960,110980,1395
SPFB.RTS-12.18,1,23/11/18,18:05,110990,111030,110920,110990,679
SPFB.RTS-12.18,1,23/11/18,18:06,111000,111020,110890,110940,916
SPFB.RTS-12.18,1,23/11/18,18:07,110940,110990,110930,110980,668
SPFB.RTS-12.18,1,23/11/18,18:08,110990,111050,110960,111040,491
SPFB.RTS-12.18,1,23/11/18,18:09,111040,111060,111000,111050,407
SPFB.RTS-12.18,1,23/11/18,18:10,111050,111100,111030,111100,1261
SPFB.RTS-12.18,1,23/11/18,18:11,111100,111150,111050,111060,1844
SPFB.RTS-12.18,1,23/11/18,18:12,111060,111070,110920,110950,2431
SPFB.RTS-12.18,1,23/11/18,18:13,110940,111000,110890,110900,562
SPFB.RTS-12.18,1,23/11/18,18:14,110910,110960,110880,110930,421
SPFB.RTS-12.18,1,23/11/18,18:15,110930,110960,110900,110950,477
SPFB.RTS-12.18,1,23/11/18,18:16,110940,110980,110890,110940,364
SPFB.RTS-12.18,1,23/11/18,18:17,110930,110960,110870,110900,479
SPFB.RTS-12.18,1,23/11/18,18:18,110900,110910,110800,110880,1348
SPFB.RTS-12.18,1,23/11/18,18:19,110880,110960,110870,110960,643
SPFB.RTS-12.18,1,23/11/18,18:20,110960,110990,110940,110980,377
SPFB.RTS-12.18,1,23/11/18,18:21,110970,110990,110920,110960,335
SPFB.RTS-12.18,1,23/11/18,18:22,110970,110970,110830,110890,912
SPFB.RTS-12.18,1,23/11/18,18:23,110890,110930,110870,110870,495
SPFB.RTS-12.18,1,23/11/18,18:24,110870,110870,110740,110780,1927
SPFB.RTS-12.18,1,23/11/18,18:25,110790,110840,110710,110740,1644
SPFB.RTS-12.18,1,23/11/18,18:26,110740,110840,110730,110800,1413
SPFB.RTS-12.18,1,23/11/18,18:27,110810,110850,110780,110850,974
SPFB.RTS-12.18,1,23/11/18,18:28,110840,110860,110820,110860,896
SPFB.RTS-12.18,1,23/11/18,18:29,110840,110870,110820,110840,475
SPFB.RTS-12.18,1,23/11/18,18:30,110830,110870,110820,110830,558
SPFB.RTS-12.18,1,23/11/18,18:31,110830,110880,110770,110870,798
SPFB.RTS-12.18,1,23/11/18,18:32,110860,110950,110830,110920,1304
SPFB.RTS-12.18,1,23/11/18,18:33,110920,111040,110920,110990,1172
SPFB.RTS-12.18,1,23/11/18,18:34,111000,111030,110930,111000,1068
SPFB.RTS-12.18,1,23/11/18,18:35,111000,111030,110940,110960,749
SPFB.RTS-12.18,1,23/11/18,18:36,110950,110960,110880,110930,1139
SPFB.RTS-12.18,1,23/11/18,18:37,110930,111000,110930,110980,741
SPFB.RTS-12.18,1,23/11/18,18:38,111000,111010,110930,110950,533
SPFB.RTS-12.18,1,23/11/18,18:39,110950,110950,110880,110910,914
SPFB.RTS-12.18,1,23/11/18,18:40,110910,110990,110900,110990,673
SPFB.RTS-12.18,1,23/11/18,18:41,111000,111090,110980,111060,1090
SPFB.RTS-12.18,1,23/11/18,18:42,111060,111110,111050,111080,744
SPFB.RTS-12.18,1,23/11/18,18:43,111060,111130,111060,111100,673
SPFB.RTS-12.18,1,23/11/18,18:44,111090,111100,110970,111020,625
SPFB.RTS-12.18,1,23/11/18,18:45,111010,111020,110950,110960,697
SPFB.RTS-12.18,1,23/11/18,19:01,110910,111140,110760,111070,930
SPFB.RTS-12.18,1,23/11/18,19:02,111060,111140,111000,111090,831
SPFB.RTS-12.18,1,23/11/18,19:03,111090,111100,111000,111040,339
SPFB.RTS-12.18,1,23/11/18,19:04,111040,111050,111010,111040,232
SPFB.RTS-12.18,1,23/11/18,19:05,111050,111070,111000,111040,345
SPFB.RTS-12.18,1,23/11/18,19:06,111030,111190,111020,111170,1105
SPFB.RTS-12.18,1,23/11/18,19:07,111160,111170,111110,111150,622
SPFB.RTS-12.18,1,23/11/18,19:08,111160,111160,111060,111110,392
SPFB.RTS-12.18,1,23/11/18,19:09,111100,111110,111050,111070,312
SPFB.RTS-12.18,1,23/11/18,19:10,111070,111100,111050,111060,237
SPFB.RTS-12.18,1,23/11/18,19:11,111050,111090,111030,111070,159
SPFB.RTS-12.18,1,23/11/18,19:12,111070,111070,110880,110890,819
SPFB.RTS-12.18,1,23/11/18,19:13,110890,111000,110850,110980,821
SPFB.RTS-12.18,1,23/11/18,19:14,110980,111040,110960,111040,363
SPFB.RTS-12.18,1,23/11/18,19:15,111030,111070,111010,111040,341
SPFB.RTS-12.18,1,23/11/18,19:16,111030,111120,111030,111110,682
SPFB.RTS-12.18,1,23/11/18,19:17,111100,111130,111090,111130,307
SPFB.RTS-12.18,1,23/11/18,19:18,111120,111180,111110,111160,784
SPFB.RTS-12.18,1,23/11/18,19:19,111160,111160,111100,111120,175
SPFB.RTS-12.18,1,23/11/18,19:20,111130,111130,111100,111130,248
SPFB.RTS-12.18,1,23/11/18,19:21,111130,111200,111100,111170,744
SPFB.RTS-12.18,1,23/11/18,19:22,111170,111190,111120,111130,244
SPFB.RTS-12.18,1,23/11/18,19:23,111120,111140,111080,111090,858
SPFB.RTS-12.18,1,23/11/18,19:24,111080,111120,111020,111060,794
SPFB.RTS-12.18,1,23/11/18,19:25,111070,111080,111000,111020,468
SPFB.RTS-12.18,1,23/11/18,19:26,111020,111040,110990,111010,438
SPFB.RTS-12.18,1,23/11/18,19:27,111000,111020,110960,110990,278
SPFB.RTS-12.18,1,23/11/18,19:28,110990,111040,110900,111020,794
SPFB.RTS-12.18,1,23/11/18,19:29,111020,111090,111020,111050,528
SPFB.RTS-12.18,1,23/11/18,19:30,111060,111080,111000,111010,418
SPFB.RTS-12.18,1,23/11/18,19:31,111010,111030,110960,111000,762
SPFB.RTS-12.18,1,23/11/18,19:32,110990,111010,110970,111000,137
SPFB.RTS-12.18,1,23/11/18,19:33,111000,111000,110930,110960,312
SPFB.RTS-12.18,1,23/11/18,19:34,110960,110980,110940,110960,147
SPFB.RTS-12.18,1,23/11/18,19:35,110970,111000,110950,110960,249
SPFB.RTS-12.18,1,23/11/18,19:36,110960,110970,110920,110930,234
SPFB.RTS-12.18,1,23/11/18,19:37,110930,110990,110930,110960,306
SPFB.RTS-12.18,1,23/11/18,19:38,110970,110990,110850,110900,1111
SPFB.RTS-12.18,1,23/11/18,19:39,110900,110910,110860,110900,455
SPFB.RTS-12.18,1,23/11/18,19:40,110900,110940,110900,110940,215
SPFB.RTS-12.18,1,23/11/18,19:41,110940,110940,110840,110840,492
SPFB.RTS-12.18,1,23/11/18,19:42,110870,110890,110810,110890,577
SPFB.RTS-12.18,1,23/11/18,19:43,110890,110900,110880,110880,185
SPFB.RTS-12.18,1,23/11/18,19:44,110890,110920,110880,110910,387
SPFB.RTS-12.18,1,23/11/18,19:45,110920,110960,110920,110960,257
SPFB.RTS-12.18,1,23/11/18,19:46,110950,110970,110930,110950,76
SPFB.RTS-12.18,1,23/11/18,19:47,110960,110960,110920,110930,25
SPFB.RTS-12.18,1,23/11/18,19:48,110920,110920,110910,110910,56
SPFB.RTS-12.18,1,23/11/18,19:49,110910,110930,110880,110890,141
SPFB.RTS-12.18,1,23/11/18,19:50,110880,110910,110880,110900,115
SPFB.RTS-12.18,1,23/11/18,19:51,110900,110930,110880,110910,106
SPFB.RTS-12.18,1,23/11/18,19:52,110910,110920,110820,110840,229
SPFB.RTS-12.18,1,23/11/18,19:53,110840,110880,110830,110880,244
SPFB.RTS-12.18,1,23/11/18,19:54,110870,110880,110800,110820,370
SPFB.RTS-12.18,1,23/11/18,19:55,110810,110860,110810,110830,189
SPFB.RTS-12.18,1,23/11/18,19:56,110820,110860,110790,110860,272
SPFB.RTS-12.18,1,23/11/18,19:57,110860,110860,110820,110830,63
SPFB.RTS-12.18,1,23/11/18,19:58,110820,110820,110790,110810,114
SPFB.RTS-12.18,1,23/11/18,19:59,110800,110800,110770,110800,303
SPFB.RTS-12.18,1,23/11/18,20:00,110800,110810,110760,110770,817
SPFB.RTS-12.18,1,23/11/18,20:01,110770,110850,110760,110850,472
SPFB.RTS-12.18,1,23/11/18,20:02,110850,110870,110820,110840,364
SPFB.RTS-12.18,1,23/11/18,20:03,110840,110870,110830,110850,82
SPFB.RTS-12.18,1,23/11/18,20:04,110850,110860,110800,110800,900
SPFB.RTS-12.18,1,23/11/18,20:05,110800,110850,110790,110800,369
SPFB.RTS-12.18,1,23/11/18,20:06,110810,110820,110790,110810,251
SPFB.RTS-12.18,1,23/11/18,20:07,110810,110920,110810,110900,590
SPFB.RTS-12.18,1,23/11/18,20:08,110890,110890,110840,110850,394
SPFB.RTS-12.18,1,23/11/18,20:09,110860,110880,110830,110840,171
SPFB.RTS-12.18,1,23/11/18,20:10,110840,110860,110820,110820,92
SPFB.RTS-12.18,1,23/11/18,20:11,110820,110850,110800,110850,266
SPFB.RTS-12.18,1,23/11/18,20:12,110850,110880,110840,110860,120
SPFB.RTS-12.18,1,23/11/18,20:13,110870,110880,110860,110860,142
SPFB.RTS-12.18,1,23/11/18,20:14,110860,110870,110830,110850,130
SPFB.RTS-12.18,1,23/11/18,20:15,110840,110870,110840,110870,193
SPFB.RTS-12.18,1,23/11/18,20:16,110860,110900,110850,110900,120
SPFB.RTS-12.18,1,23/11/18,20:17,110890,110900,110880,110900,159
SPFB.RTS-12.18,1,23/11/18,20:18,110900,110900,110870,110890,213
SPFB.RTS-12.18,1,23/11/18,20:19,110880,110890,110860,110890,93
SPFB.RTS-12.18,1,23/11/18,20:20,110890,110910,110880,110880,63
SPFB.RTS-12.18,1,23/11/18,20:21,110890,110890,110870,110870,47
SPFB.RTS-12.18,1,23/11/18,20:22,110880,110880,110860,110870,72
SPFB.RTS-12.18,1,23/11/18,20:23,110880,110880,110860,110860,82
SPFB.RTS-12.18,1,23/11/18,20:24,110870,110880,110850,110870,176
SPFB.RTS-12.18,1,23/11/18,20:25,110870,110870,110830,110830,81
SPFB.RTS-12.18,1,23/11/18,20:26,110850,110880,110830,110880,178
SPFB.RTS-12.18,1,23/11/18,20:27,110870,110880,110830,110840,128
SPFB.RTS-12.18,1,23/11/18,20:28,110840,110840,110820,110840,56
SPFB.RTS-12.18,1,23/11/18,20:29,110840,110880,110840,110850,132
SPFB.RTS-12.18,1,23/11/18,20:30,110860,110890,110860,110890,44
SPFB.RTS-12.18,1,23/11/18,20:31,110870,110890,110860,110860,183
SPFB.RTS-12.18,1,23/11/18,20:32,110860,110860,110850,110850,77
SPFB.RTS-12.18,1,23/11/18,20:33,110850,110900,110850,110890,101
SPFB.RTS-12.18,1,23/11/18,20:34,110890,110900,110890,110900,149
SPFB.RTS-12.18,1,23/11/18,20:35,110910,110960,110910,110950,588
SPFB.RTS-12.18,1,23/11/18,20:36,110940,110990,110940,110990,421
SPFB.RTS-12.18,1,23/11/18,20:37,110990,111050,110990,111030,504
SPFB.RTS-12.18,1,23/11/18,20:38,111040,111040,110980,110990,492
SPFB.RTS-12.18,1,23/11/18,20:39,111000,111050,111000,111050,393
SPFB.RTS-12.18,1,23/11/18,20:40,111040,111100,111030,111100,595
SPFB.RTS-12.18,1,23/11/18,20:41,111100,111100,111070,111100,374
SPFB.RTS-12.18,1,23/11/18,20:42,111100,111120,111090,111110,325
SPFB.RTS-12.18,1,23/11/18,20:43,111110,111130,111100,111100,220
SPFB.RTS-12.18,1,23/11/18,20:44,111110,111140,111110,111120,197
SPFB.RTS-12.18,1,23/11/18,20:45,111140,111180,111130,111160,468
SPFB.RTS-12.18,1,23/11/18,20:46,111180,111330,111170,111330,1810
SPFB.RTS-12.18,1,23/11/18,20:47,111330,111430,111320,111370,1381
SPFB.RTS-12.18,1,23/11/18,20:48,111360,111370,111270,111310,821
SPFB.RTS-12.18,1,23/11/18,20:49,111310,111310,111210,111260,600
SPFB.RTS-12.18,1,23/11/18,20:50,111260,111270,111220,111260,225
SPFB.RTS-12.18,1,23/11/18,20:51,111250,111260,111210,111220,227
SPFB.RTS-12.18,1,23/11/18,20:52,111220,111290,111210,111290,303
SPFB.RTS-12.18,1,23/11/18,20:53,111280,111290,111260,111260,120
SPFB.RTS-12.18,1,23/11/18,20:54,111260,111290,111220,111240,244
SPFB.RTS-12.18,1,23/11/18,20:55,111250,111270,111230,111240,190
SPFB.RTS-12.18,1,23/11/18,20:56,111240,111300,111220,111290,166
SPFB.RTS-12.18,1,23/11/18,20:57,111280,111340,111270,111320,308
SPFB.RTS-12.18,1,23/11/18,20:58,111320,111340,111250,111250,355
SPFB.RTS-12.18,1,23/11/18,20:59,111260,111260,111220,111220,405
SPFB.RTS-12.18,1,23/11/18,21:00,111210,111230,111120,111120,793
SPFB.RTS-12.18,1,23/11/18,21:01,111130,111180,111120,111140,304
SPFB.RTS-12.18,1,23/11/18,21:02,111130,111160,111110,111160,226
SPFB.RTS-12.18,1,23/11/18,21:03,111170,111170,111120,111140,161
SPFB.RTS-12.18,1,23/11/18,21:04,111130,111150,111120,111140,84
SPFB.RTS-12.18,1,23/11/18,21:05,111140,111150,111140,111140,31
SPFB.RTS-12.18,1,23/11/18,21:06,111130,111150,111110,111150,160
SPFB.RTS-12.18,1,23/11/18,21:07,111150,111160,111070,111090,317
SPFB.RTS-12.18,1,23/11/18,21:08,111090,111100,111070,111090,109
SPFB.RTS-12.18,1,23/11/18,21:09,111080,111100,111060,111060,72
SPFB.RTS-12.18,1,23/11/18,21:10,111060,111110,111050,111080,221
SPFB.RTS-12.18,1,23/11/18,21:11,111080,111090,111070,111090,28
SPFB.RTS-12.18,1,23/11/18,21:12,111080,111090,111060,111080,99
SPFB.RTS-12.18,1,23/11/18,21:13,111090,111100,111080,111080,99
SPFB.RTS-12.18,1,23/11/18,21:14,111080,111090,111070,111070,77
SPFB.RTS-12.18,1,23/11/18,21:15,111070,111100,111070,111090,84
SPFB.RTS-12.18,1,23/11/18,21:16,111090,111090,111040,111040,138
SPFB.RTS-12.18,1,23/11/18,21:17,111040,111060,111040,111050,55
SPFB.RTS-12.18,1,23/11/18,21:18,111050,111070,111050,111070,79
SPFB.RTS-12.18,1,23/11/18,21:19,111070,111070,111070,111070,13
SPFB.RTS-12.18,1,23/11/18,21:20,111070,111080,111060,111080,10
SPFB.RTS-12.18,1,23/11/18,21:21,111060,111080,111060,111080,14
SPFB.RTS-12.18,1,23/11/18,21:22,111080,111120,111080,111100,207
SPFB.RTS-12.18,1,23/11/18,21:23,111100,111110,111100,111110,37
SPFB.RTS-12.18,1,23/11/18,21:24,111100,111120,111100,111100,45
SPFB.RTS-12.18,1,23/11/18,21:25,111100,111100,111090,111090,14
SPFB.RTS-12.18,1,23/11/18,21:26,111100,111100,111090,111100,36
SPFB.RTS-12.18,1,23/11/18,21:27,111100,111100,111070,111080,75
SPFB.RTS-12.18,1,23/11/18,21:28,111090,111090,110980,110980,337
SPFB.RTS-12.18,1,23/11/18,21:29,110970,110980,110840,110900,801
